Actor Node | Step: 121500 | Output Action: [ 0.99786925 -0.9556967 ]
Actor Node | Step: 121600 | Output Action: [0.27627245 0.3149745 ]
Actor Node | Step: 121700 | Output Action: [ 0.27843466 -1.        ]
Actor Node | Step: 121800 | Output Action: [ 1.         -0.86460274]
Actor Node | Step: 121900 | Output Action: [0.52156234 0.57469666]
Actor Node | Step: 122000 | Output Action: [ 0.5534617 -0.9442149]
Actor Node | Step: 122100 | Output Action: [ 1.        -0.8689244]
Actor Node | Step: 122200 | Output Action: [ 1. -1.]
Actor Node | Step: 122300 | Output Action: [ 1.        -0.9717999]
Actor Node | Step: 122400 | Output Action: [ 0.8700909 -1.       ]
Actor Node | Step: 122500 | Output Action: [-0.4497759  -0.62150955]
Actor Node | Step: 122600 | Output Action: [-0.08179443 -0.91643727]
Actor Node | Step: 122700 | Output Action: [ 0.5938746 -1.       ]
Actor Node | Step: 122800 | Output Action: [ 0.9015247 -0.9018453]
Actor Node | Step: 122900 | Output Action: [ 0.948382  -0.8936024]
Actor Node | Step: 123000 | Output Action: [ 0.5119299  -0.20464432]
Actor Node | Step: 123100 | Output Action: [-0.5156436 -1.       ]
Actor Node | Step: 123200 | Output Action: [ 1. -1.]
Actor Node | Step: 123300 | Output Action: [-0.39488575 -0.03656152]
Actor Node | Step: 123400 | Output Action: [ 1. -1.]
Actor Node | Step: 123500 | Output Action: [ 0.01601145 -0.6568978 ]
Actor Node | Step: 123600 | Output Action: [ 0.22111462 -1.        ]
Actor Node | Step: 123700 | Output Action: [ 0.1890157  -0.47128966]
Actor Node | Step: 123800 | Output Action: [ 0.8023756 -1.       ]
Actor Node | Step: 123900 | Output Action: [-0.10240253 -0.447499  ]
Actor Node | Step: 124000 | Output Action: [ 0.6871266 -0.5922198]
Actor Node | Step: 124100 | Output Action: [ 0.7918724 -1.       ]
Actor Node | Step: 124200 | Output Action: [-0.6417287  -0.65267235]
Actor Node | Step: 124300 | Output Action: [-0.1886055 -0.8777728]
Actor Node | Step: 124400 | Output Action: [ 1.        -0.7979569]
Actor Node | Step: 124500 | Output Action: [ 0.31367093 -1.        ]
Actor Node | Step: 124600 | Output Action: [ 0.95996284 -1.        ]
Actor Node | Step: 124700 | Output Action: [ 0.6689021  -0.80384946]
Actor Node | Step: 124800 | Output Action: [ 0.7656318 -1.       ]
Actor Node | Step: 124900 | Output Action: [-0.86881113  0.6235746 ]
Actor Node | Step: 125000 | Output Action: [ 0.7202139 -0.935816 ]
Actor Node | Step: 125100 | Output Action: [ 0.98841345 -0.9673158 ]
Actor Node | Step: 125200 | Output Action: [-0.9338061   0.71945316]
Actor Node | Step: 125300 | Output Action: [ 0.9215533  -0.76509356]
Actor Node | Step: 125400 | Output Action: [ 0.599767 -1.      ]
Actor Node | Step: 125500 | Output Action: [-1.        -0.7907667]
Actor Node | Step: 125600 | Output Action: [ 0.8219269 -1.       ]
Actor Node | Step: 125700 | Output Action: [ 1. -1.]
Actor Node | Step: 125800 | Output Action: [ 0.88754845 -0.5126021 ]
Actor Node | Step: 125900 | Output Action: [ 1. -1.]
Actor Node | Step: 126000 | Output Action: [-0.9561854  0.8511029]
Actor Node | Step: 126100 | Output Action: [0.32437766 0.02773299]
Actor Node | Step: 126200 | Output Action: [ 1.         -0.82408404]
Actor Node | Step: 126300 | Output Action: [ 1.         -0.02801156]
Actor Node | Step: 126400 | Output Action: [-0.30269367 -0.46578434]
Actor Node | Step: 126500 | Output Action: [ 0.32391962 -0.8984551 ]
Actor Node | Step: 126600 | Output Action: [ 0.5711867 -1.       ]
Actor Node | Step: 126700 | Output Action: [ 0.3790947 -1.       ]
Actor Node | Step: 126800 | Output Action: [-0.06412341  0.38550997]
Actor Node | Step: 126900 | Output Action: [ 1.         -0.84199566]
Actor Node | Step: 127000 | Output Action: [ 0.10623517 -1.        ]
Actor Node | Step: 127100 | Output Action: [ 0.18042815 -0.8227016 ]
Actor Node | Step: 127200 | Output Action: [ 0.46148646 -0.7489115 ]
Actor Node | Step: 127300 | Output Action: [ 1.        -0.8389278]
Actor Node | Step: 127400 | Output Action: [ 1. -1.]
Actor Node | Step: 127500 | Output Action: [-0.57817626 -0.02730944]
Actor Node | Step: 127600 | Output Action: [-0.17603013 -1.        ]
Actor Node | Step: 127700 | Output Action: [-0.33898795 -0.6084321 ]
Actor Node | Step: 127800 | Output Action: [-0.22302443  0.08316043]
Actor Node | Step: 127900 | Output Action: [ 0.8344357  -0.95283455]
Actor Node | Step: 128000 | Output Action: [0.572237   0.45740637]
Actor Node | Step: 128100 | Output Action: [ 0.69363505 -0.8530796 ]
Actor Node | Step: 128200 | Output Action: [ 0.67216253 -0.9665359 ]
Actor Node | Step: 128300 | Output Action: [0.25278324 0.3870283 ]
Actor Node | Step: 128400 | Output Action: [ 0.42186898 -0.81972754]
Actor Node | Step: 128500 | Output Action: [ 0.4580735  -0.94978833]
Actor Node | Step: 128600 | Output Action: [ 0.9862117 -1.       ]
Actor Node | Step: 128700 | Output Action: [ 0.20964794 -0.5880448 ]
Actor Node | Step: 128800 | Output Action: [ 0.77806187 -1.        ]
Actor Node | Step: 128900 | Output Action: [-0.8605239  1.       ]
Actor Node | Step: 129000 | Output Action: [ 0.31058842 -0.8725188 ]
Actor Node | Step: 129100 | Output Action: [ 1.        -0.8910376]
Actor Node | Step: 129200 | Output Action: [-0.27767402 -1.        ]
Actor Node | Step: 129300 | Output Action: [-0.21358608  0.29285   ]
Actor Node | Step: 129400 | Output Action: [ 1.        -0.9477832]
Actor Node | Step: 129500 | Output Action: [-0.24179633 -0.89861566]
Actor Node | Step: 129600 | Output Action: [-0.65580416 -0.99920374]
Actor Node | Step: 129700 | Output Action: [ 0.7324396 -1.       ]
Actor Node | Step: 129800 | Output Action: [ 0.8970757 -1.       ]
Actor Node | Step: 129900 | Output Action: [ 0.9032409  -0.75787765]
Actor Node | Step: 130000 | Output Action: [-0.18882924 -0.8614747 ]
Actor Node | Step: 130100 | Output Action: [ 1. -1.]
Actor Node | Step: 130200 | Output Action: [ 0.3367453 -0.6150302]
Actor Node | Step: 130300 | Output Action: [ 0.05447276 -0.03083785]
Actor Node | Step: 130400 | Output Action: [-0.36894026 -0.8810291 ]
Actor Node | Step: 130500 | Output Action: [-0.8115308 -0.4496565]
Actor Node | Step: 130600 | Output Action: [-0.1846426   0.17656887]
Actor Node | Step: 130700 | Output Action: [ 1.         -0.83669144]
Actor Node | Step: 130800 | Output Action: [ 0.52954036 -0.9914387 ]
Actor Node | Step: 130900 | Output Action: [ 0.49729526 -0.5124695 ]
Actor Node | Step: 131000 | Output Action: [-0.31488237  0.03736454]
Actor Node | Step: 131100 | Output Action: [-0.06020423 -0.3342446 ]
Actor Node | Step: 131200 | Output Action: [-0.40970594  0.21594758]
Actor Node | Step: 131300 | Output Action: [ 0.0734059 -0.7362992]
Actor Node | Step: 131400 | Output Action: [ 1. -1.]
Actor Node | Step: 131500 | Output Action: [ 1.         -0.78060615]
Actor Node | Step: 131600 | Output Action: [ 0.8767167 -0.435036 ]
Actor Node | Step: 131700 | Output Action: [-0.0693819  -0.61567974]
Actor Node | Step: 131800 | Output Action: [ 0.7044334  -0.82291317]
Actor Node | Step: 131900 | Output Action: [0.10794099 0.21793614]
Actor Node | Step: 132000 | Output Action: [-0.65809435 -0.5771548 ]
Actor Node | Step: 132100 | Output Action: [ 0.8816847  -0.71545583]
Actor Node | Step: 132200 | Output Action: [-0.927681   -0.63759756]
Actor Node | Step: 132300 | Output Action: [ 0.22422208 -0.14862768]
Actor Node | Step: 132400 | Output Action: [-1.        -0.5552696]
Actor Node | Step: 132500 | Output Action: [ 0.8725829 -1.       ]
Actor Node | Step: 132600 | Output Action: [ 0.67101604 -0.8613127 ]
Actor Node | Step: 132700 | Output Action: [0.06017653 0.03596657]
Actor Node | Step: 132800 | Output Action: [-1.         -0.61172324]
Actor Node | Step: 132900 | Output Action: [-0.75154513 -0.7348033 ]
Actor Node | Step: 133000 | Output Action: [ 1.         -0.49638793]
Actor Node | Step: 133100 | Output Action: [ 1.        -0.7171323]
Actor Node | Step: 133200 | Output Action: [-0.07197338 -0.34442922]
Actor Node | Step: 133300 | Output Action: [ 1. -1.]
Actor Node | Step: 133400 | Output Action: [ 0.9085188 -0.8177642]
Actor Node | Step: 133500 | Output Action: [-0.12527591 -0.74768686]
Actor Node | Step: 133600 | Output Action: [ 0.5855992 -1.       ]
Actor Node | Step: 133700 | Output Action: [ 0.35210484 -0.74688625]
Actor Node | Step: 133800 | Output Action: [0.21626171 0.29438192]
Actor Node | Step: 133900 | Output Action: [ 0.73787796 -0.8664001 ]
Actor Node | Step: 134000 | Output Action: [ 0.45503977 -1.        ]
Actor Node | Step: 134100 | Output Action: [-0.3888504 -0.6022316]
Actor Node | Step: 134200 | Output Action: [ 1. -1.]
Actor Node | Step: 134300 | Output Action: [ 1.        -0.6410233]
Actor Node | Step: 134400 | Output Action: [-0.29856935 -0.81357265]
Actor Node | Step: 134500 | Output Action: [ 1.        -0.9856533]
Actor Node | Step: 134600 | Output Action: [ 0.5929357 -0.9988778]
Actor Node | Step: 134700 | Output Action: [ 0.6303348 -1.       ]
Actor Node | Step: 134800 | Output Action: [ 0.30440685 -1.        ]
Actor Node | Step: 134900 | Output Action: [ 0.710774   -0.98114043]
Actor Node | Step: 135000 | Output Action: [ 0.4969644 -0.9570955]
Actor Node | Step: 135100 | Output Action: [ 1.         -0.17327298]
Actor Node | Step: 135200 | Output Action: [ 0.70446813 -1.        ]
Actor Node | Step: 135300 | Output Action: [-0.14933416 -0.0083955 ]
Actor Node | Step: 135400 | Output Action: [-0.48541278 -0.08953727]
Actor Node | Step: 135500 | Output Action: [-0.01344948 -0.44158995]
Actor Node | Step: 135600 | Output Action: [-0.22869961 -0.6132361 ]
Actor Node | Step: 135700 | Output Action: [ 0.27083507 -0.7553583 ]
Actor Node | Step: 135800 | Output Action: [-0.58988565 -0.94726264]
Actor Node | Step: 135900 | Output Action: [-0.24605863  0.201453  ]
Actor Node | Step: 136000 | Output Action: [ 1. -1.]
Actor Node | Step: 136100 | Output Action: [ 0.6591572 -0.8375675]
Actor Node | Step: 136200 | Output Action: [ 0.73239547 -0.9218049 ]
Actor Node | Step: 136300 | Output Action: [ 0.23645215 -0.728489  ]
Actor Node | Step: 136400 | Output Action: [ 0.35095227 -0.32478067]
Actor Node | Step: 136500 | Output Action: [-0.28265095 -0.519921  ]
Actor Node | Step: 136600 | Output Action: [ 1. -1.]
Actor Node | Step: 136700 | Output Action: [-0.36453873 -0.7175415 ]
Actor Node | Step: 136800 | Output Action: [ 1. -1.]
Actor Node | Step: 136900 | Output Action: [ 1. -1.]
Actor Node | Step: 137000 | Output Action: [ 1.        -0.9873418]
Actor Node | Step: 137100 | Output Action: [ 0.87514055 -1.        ]
Actor Node | Step: 137200 | Output Action: [ 1.        -0.9289824]
Actor Node | Step: 137300 | Output Action: [ 0.9217388 -0.9867705]
Actor Node | Step: 137400 | Output Action: [ 0.6342964 -1.       ]
Actor Node | Step: 137500 | Output Action: [-0.8452376   0.61848164]
Actor Node | Step: 137600 | Output Action: [-0.375154    0.44456995]
Actor Node | Step: 137700 | Output Action: [-0.07676544 -0.52621186]
Actor Node | Step: 137800 | Output Action: [ 0.2474184 -1.       ]
Actor Node | Step: 137900 | Output Action: [ 0.9908    -0.8698523]
Actor Node | Step: 138000 | Output Action: [-0.6253032  -0.55198807]
Actor Node | Step: 138100 | Output Action: [0.21293718 0.04231424]
Actor Node | Step: 138200 | Output Action: [ 0.61399317 -1.        ]
Actor Node | Step: 138300 | Output Action: [ 0.8116904 -1.       ]
Actor Node | Step: 138400 | Output Action: [ 0.4067074 -0.8495336]
Actor Node | Step: 138500 | Output Action: [ 0.9450033  -0.81810063]
Actor Node | Step: 138600 | Output Action: [ 0.5997433 -0.8398281]
Actor Node | Step: 138700 | Output Action: [ 1.         -0.76784366]
Actor Node | Step: 138800 | Output Action: [ 0.87290174 -1.        ]
Actor Node | Step: 138900 | Output Action: [-0.29133433 -0.41450104]
Actor Node | Step: 139000 | Output Action: [ 0.8665465 -1.       ]
Actor Node | Step: 139100 | Output Action: [ 0.38902768 -0.5055741 ]
Actor Node | Step: 139200 | Output Action: [0.632005 1.      ]
Actor Node | Step: 139300 | Output Action: [ 0.4965752  -0.02409374]
Actor Node | Step: 139400 | Output Action: [ 0.96643174 -1.        ]
Actor Node | Step: 139500 | Output Action: [-0.6498825   0.13502873]
Actor Node | Step: 139600 | Output Action: [-0.6125911 -1.       ]
Actor Node | Step: 139700 | Output Action: [ 0.5236625 -1.       ]
Actor Node | Step: 139800 | Output Action: [-0.7030427  0.0245232]
Actor Node | Step: 139900 | Output Action: [-0.97520524  0.6110297 ]
Actor Node | Step: 140000 | Output Action: [-1.         -0.82939345]
Actor Node | Step: 140100 | Output Action: [ 0.86304826 -1.        ]
Actor Node | Step: 140200 | Output Action: [ 0.8224439  -0.81635255]
Actor Node | Step: 140300 | Output Action: [ 0.26417568 -1.        ]
Actor Node | Step: 140400 | Output Action: [-0.6614123 -0.3582073]
Actor Node | Step: 140500 | Output Action: [-0.02204416 -0.67485416]
Actor Node | Step: 140600 | Output Action: [-0.7966825  -0.07441393]
Actor Node | Step: 140700 | Output Action: [-0.30072647 -0.23378186]
Actor Node | Step: 140800 | Output Action: [ 0.5660143 -1.       ]
Actor Node | Step: 140900 | Output Action: [ 0.4420457 -0.8479063]
Actor Node | Step: 141000 | Output Action: [ 0.6866038 -1.       ]
Actor Node | Step: 141100 | Output Action: [ 0.9760357 -0.9391548]
Actor Node | Step: 141200 | Output Action: [ 1. -1.]
Actor Node | Step: 141300 | Output Action: [ 0.8853817 -1.       ]
Actor Node | Step: 141400 | Output Action: [ 0.9652852 -1.       ]
Actor Node | Step: 141500 | Output Action: [ 0.91708535 -1.        ]
Actor Node | Step: 141600 | Output Action: [-0.43149114  0.06237752]
Actor Node | Step: 141700 | Output Action: [-0.609725    0.10603019]
Actor Node | Step: 141800 | Output Action: [ 0.69262445 -1.        ]
Actor Node | Step: 141900 | Output Action: [-0.52146834 -0.42531255]
Actor Node | Step: 142000 | Output Action: [ 0.8190113 -1.       ]
Actor Node | Step: 142100 | Output Action: [ 0.6990726 -0.7417298]
Actor Node | Step: 142200 | Output Action: [ 0.11086272 -0.76034284]
Actor Node | Step: 142300 | Output Action: [ 1. -1.]
Actor Node | Step: 142400 | Output Action: [-0.25279582 -0.94267946]
Actor Node | Step: 142500 | Output Action: [-0.6245743 -0.3941885]
Actor Node | Step: 142600 | Output Action: [ 0.31138167 -1.        ]
Actor Node | Step: 142700 | Output Action: [-0.34674126 -0.00147188]
Actor Node | Step: 142800 | Output Action: [ 0.53842354 -0.8399902 ]
Actor Node | Step: 142900 | Output Action: [ 0.46983224 -1.        ]
Actor Node | Step: 143000 | Output Action: [ 1. -1.]
Actor Node | Step: 143100 | Output Action: [ 0.6807904 -1.       ]
Actor Node | Step: 143200 | Output Action: [ 0.77622646 -0.9474005 ]
Actor Node | Step: 143300 | Output Action: [ 0.77305365 -0.71753114]
Actor Node | Step: 143400 | Output Action: [ 0.55637723 -0.91783255]
Actor Node | Step: 143500 | Output Action: [ 1.        -0.6519139]
Actor Node | Step: 143600 | Output Action: [ 1. -1.]
Actor Node | Step: 143700 | Output Action: [ 0.8683478  -0.16271786]
Actor Node | Step: 143800 | Output Action: [-0.6201309 -0.5832698]
Actor Node | Step: 143900 | Output Action: [-1.         -0.82052577]
Actor Node | Step: 144000 | Output Action: [ 0.7063905 -0.6652625]
Actor Node | Step: 144100 | Output Action: [0.23848897 0.31653538]
Actor Node | Step: 144200 | Output Action: [ 0.83276784 -1.        ]
Actor Node | Step: 144300 | Output Action: [-0.17598216  0.8285346 ]
Actor Node | Step: 144400 | Output Action: [-0.10282817 -1.        ]
Actor Node | Step: 144500 | Output Action: [-0.34495482  0.08185133]
Actor Node | Step: 144600 | Output Action: [-0.00266833 -0.7345793 ]
Actor Node | Step: 144700 | Output Action: [ 1. -1.]
Actor Node | Step: 144800 | Output Action: [ 0.64612895 -0.0769676 ]
Actor Node | Step: 144900 | Output Action: [ 1. -1.]
Actor Node | Step: 145000 | Output Action: [ 1.        -0.6727514]
Actor Node | Step: 145100 | Output Action: [ 0.9207045 -0.9860976]
Actor Node | Step: 145200 | Output Action: [-0.29343778 -0.60294145]
Actor Node | Step: 145300 | Output Action: [-0.24424154  0.14643939]
Actor Node | Step: 145400 | Output Action: [ 0.39461285 -1.        ]
Actor Node | Step: 145500 | Output Action: [ 0.7993481 -1.       ]
Actor Node | Step: 145600 | Output Action: [ 0.83606607 -1.        ]
Actor Node | Step: 145700 | Output Action: [ 0.12015603 -1.        ]
Actor Node | Step: 145800 | Output Action: [ 0.6693984  -0.85733396]
Actor Node | Step: 145900 | Output Action: [ 1. -1.]
Actor Node | Step: 146000 | Output Action: [ 0.79909074 -0.73925143]
Actor Node | Step: 146100 | Output Action: [ 0.81722987 -1.        ]
Actor Node | Step: 146200 | Output Action: [ 1. -1.]
Actor Node | Step: 146300 | Output Action: [-0.61556923  0.87203974]
Actor Node | Step: 146400 | Output Action: [5.2626765e-01 2.5901914e-04]
Actor Node | Step: 146500 | Output Action: [ 1.        -0.7134817]
Actor Node | Step: 146600 | Output Action: [ 0.6145609 -0.7527745]
Actor Node | Step: 146700 | Output Action: [ 0.9388316  -0.84005976]
Actor Node | Step: 146800 | Output Action: [ 0.7181839 -1.       ]
Actor Node | Step: 146900 | Output Action: [-0.32142857 -0.5888942 ]
Actor Node | Step: 147000 | Output Action: [ 0.845226   -0.99828166]
Actor Node | Step: 147100 | Output Action: [ 0.59155416 -1.        ]
Actor Node | Step: 147200 | Output Action: [ 0.83834285 -1.        ]
Actor Node | Step: 147300 | Output Action: [ 0.5259265 -0.9268498]
Actor Node | Step: 147400 | Output Action: [-0.10128373 -0.88222134]
Actor Node | Step: 147500 | Output Action: [-0.33735052  0.00427029]
Actor Node | Step: 147600 | Output Action: [ 0.04304701 -1.        ]
Actor Node | Step: 147700 | Output Action: [ 1.         -0.37060598]
Actor Node | Step: 147800 | Output Action: [ 0.95243484 -0.7468405 ]
Actor Node | Step: 147900 | Output Action: [ 0.9058933 -1.       ]
Actor Node | Step: 148000 | Output Action: [-1.         -0.35986492]
Actor Node | Step: 148100 | Output Action: [ 0.6156861 -0.8106491]
Actor Node | Step: 148200 | Output Action: [ 0.5921915 -1.       ]
Actor Node | Step: 148300 | Output Action: [ 0.8865831 -1.       ]
Actor Node | Step: 148400 | Output Action: [-0.5947486 -0.2628728]
Actor Node | Step: 148500 | Output Action: [ 1.        -0.5928998]
Actor Node | Step: 148600 | Output Action: [ 0.57787436 -0.33117583]
Actor Node | Step: 148700 | Output Action: [ 0.0308215 -0.6770958]
Actor Node | Step: 148800 | Output Action: [ 0.3325675 -1.       ]
Actor Node | Step: 148900 | Output Action: [-0.92490935 -0.8622749 ]
Actor Node | Step: 149000 | Output Action: [-0.23567528  0.21150921]
Actor Node | Step: 149100 | Output Action: [ 0.64137113 -1.        ]
Actor Node | Step: 149200 | Output Action: [ 1. -1.]
Actor Node | Step: 149300 | Output Action: [-1.         -0.13270685]
Actor Node | Step: 149400 | Output Action: [ 0.87237775 -1.        ]
Actor Node | Step: 149500 | Output Action: [-0.38578284  0.34012032]
Actor Node | Step: 149600 | Output Action: [ 0.76001805 -1.        ]
Actor Node | Step: 149700 | Output Action: [-0.07204036  0.4352816 ]
Actor Node | Step: 149800 | Output Action: [ 0.46496212 -1.        ]
Actor Node | Step: 149900 | Output Action: [ 0.8937626 -1.       ]
Actor Node | Step: 150000 | Output Action: [ 0.8995119 -1.       ]
Actor Node | Step: 150100 | Output Action: [ 0.48838088 -0.59544873]
Actor Node | Step: 150200 | Output Action: [ 0.70790154 -0.9011651 ]
Actor Node | Step: 150300 | Output Action: [ 0.81710404 -0.68859327]
Actor Node | Step: 150400 | Output Action: [ 0.9288078 -0.974394 ]
Actor Node | Step: 150500 | Output Action: [-0.31260034  0.2688516 ]
Actor Node | Step: 150600 | Output Action: [ 0.69712454 -0.9821435 ]
Actor Node | Step: 150700 | Output Action: [ 0.90418446 -0.9918583 ]
Actor Node | Step: 150800 | Output Action: [ 0.5075225  -0.73627615]
Actor Node | Step: 150900 | Output Action: [ 1.         -0.96850634]
Actor Node | Step: 151000 | Output Action: [ 0.25520495 -1.        ]
Actor Node | Step: 151100 | Output Action: [ 0.8965069 -0.8528246]
Actor Node | Step: 151200 | Output Action: [0.04957667 0.90375274]
Actor Node | Step: 151300 | Output Action: [ 0.45654842 -0.9980313 ]
Actor Node | Step: 151400 | Output Action: [-0.6976785 -0.8420997]
Actor Node | Step: 151500 | Output Action: [ 1. -1.]
Actor Node | Step: 151600 | Output Action: [ 0.9601638 -1.       ]
Actor Node | Step: 151700 | Output Action: [ 0.8931737  -0.63298666]
Actor Node | Step: 151800 | Output Action: [ 0.76001185 -0.9107273 ]
Actor Node | Step: 151900 | Output Action: [ 0.82636106 -0.03487115]
Actor Node | Step: 152000 | Output Action: [ 0.92827064 -0.9764732 ]
Actor Node | Step: 152100 | Output Action: [ 1. -1.]
Actor Node | Step: 152200 | Output Action: [-0.7845295 -0.1197825]
Actor Node | Step: 152300 | Output Action: [-0.25177276  0.14632168]
Actor Node | Step: 152400 | Output Action: [ 0.09603049 -1.        ]
Actor Node | Step: 152500 | Output Action: [ 1. -1.]
Actor Node | Step: 152600 | Output Action: [ 1.         -0.83240664]
Actor Node | Step: 152700 | Output Action: [ 1. -1.]
Actor Node | Step: 152800 | Output Action: [ 0.8336438  -0.87966824]
Actor Node | Step: 152900 | Output Action: [ 0.90247995 -0.9983357 ]
Actor Node | Step: 153000 | Output Action: [0.15827617 0.25785238]
Actor Node | Step: 153100 | Output Action: [ 0.62768817 -0.9775105 ]
Actor Node | Step: 153200 | Output Action: [ 0.52855843 -0.83155864]
Actor Node | Step: 153300 | Output Action: [1.         0.23704866]
Actor Node | Step: 153400 | Output Action: [ 0.72616357 -0.90169114]
Actor Node | Step: 153500 | Output Action: [ 0.8070925 -0.9234645]
Actor Node | Step: 153600 | Output Action: [ 0.8808289 -0.8630151]
Actor Node | Step: 153700 | Output Action: [ 0.65442437 -0.13646245]
Actor Node | Step: 153800 | Output Action: [ 0.0117768  -0.51630205]
Actor Node | Step: 153900 | Output Action: [ 0.86070436 -0.94233465]
Actor Node | Step: 154000 | Output Action: [-0.4773964  0.5588272]
Actor Node | Step: 154100 | Output Action: [-0.26376715 -0.8341296 ]
Actor Node | Step: 154200 | Output Action: [-0.05116104 -0.06172277]
Actor Node | Step: 154300 | Output Action: [-0.09346669  0.08000352]
Actor Node | Step: 154400 | Output Action: [ 0.77173525 -1.        ]
Actor Node | Step: 154500 | Output Action: [-0.13720652 -1.        ]
Actor Node | Step: 154600 | Output Action: [ 0.9467045 -1.       ]
Actor Node | Step: 154700 | Output Action: [0.23167431 0.42782018]
Actor Node | Step: 154800 | Output Action: [ 1. -1.]
Actor Node | Step: 154900 | Output Action: [ 0.77875316 -1.        ]
Actor Node | Step: 155000 | Output Action: [ 1.         -0.92914265]
Actor Node | Step: 155100 | Output Action: [ 1. -1.]
Actor Node | Step: 155200 | Output Action: [ 0.86133003 -1.        ]
Actor Node | Step: 155300 | Output Action: [-0.6132961  -0.06212918]
Actor Node | Step: 155400 | Output Action: [0.13917534 0.3032733 ]
Actor Node | Step: 155500 | Output Action: [ 0.4915628 -1.       ]
Actor Node | Step: 155600 | Output Action: [ 0.4313971 -0.608029 ]
Actor Node | Step: 155700 | Output Action: [-0.5554173 -1.       ]
Actor Node | Step: 155800 | Output Action: [ 0.27962714 -1.        ]
Actor Node | Step: 155900 | Output Action: [-1.        -0.5315329]
Actor Node | Step: 156000 | Output Action: [-0.05084607 -0.59119856]
Actor Node | Step: 156100 | Output Action: [ 0.79060996 -1.        ]
Actor Node | Step: 156200 | Output Action: [ 0.57362765 -0.8695858 ]
Actor Node | Step: 156300 | Output Action: [ 0.02748414 -0.262526  ]
Actor Node | Step: 156400 | Output Action: [ 0.27074388 -0.69100934]
Actor Node | Step: 156500 | Output Action: [0.24266317 0.19961494]
Actor Node | Step: 156600 | Output Action: [ 0.54685235 -1.        ]
Actor Node | Step: 156700 | Output Action: [ 1. -1.]
Actor Node | Step: 156800 | Output Action: [ 0.7704194 -1.       ]
Actor Node | Step: 156900 | Output Action: [ 0.6693938 -0.9569591]
Actor Node | Step: 157000 | Output Action: [ 0.74639493 -0.88822377]
Actor Node | Step: 157100 | Output Action: [ 0.06904677 -0.42533433]
Actor Node | Step: 157200 | Output Action: [-0.8036173  -0.72653633]
Actor Node | Step: 157300 | Output Action: [-1.         -0.48248878]
Actor Node | Step: 157400 | Output Action: [ 0.7632691  -0.95397395]
Actor Node | Step: 157500 | Output Action: [ 0.9208629 -1.       ]
Actor Node | Step: 157600 | Output Action: [ 0.59237474 -0.59283954]
Actor Node | Step: 157700 | Output Action: [ 0.53280234 -0.14726798]
Actor Node | Step: 157800 | Output Action: [0.7531879 0.6498209]
Actor Node | Step: 157900 | Output Action: [0.12334503 0.4912729 ]
Actor Node | Step: 158000 | Output Action: [ 0.72887987 -0.93115175]
Actor Node | Step: 158100 | Output Action: [ 0.8764105 -1.       ]
Actor Node | Step: 158200 | Output Action: [-1.         -0.41293168]
Actor Node | Step: 158300 | Output Action: [ 0.244907   -0.20738795]
Actor Node | Step: 158400 | Output Action: [ 0.6190764 -1.       ]
Actor Node | Step: 158500 | Output Action: [ 0.43006703 -0.888589  ]
Actor Node | Step: 158600 | Output Action: [ 0.47761336 -1.        ]
Actor Node | Step: 158700 | Output Action: [ 0.82677686 -1.        ]
Actor Node | Step: 158800 | Output Action: [-0.40565768 -0.69668776]
Actor Node | Step: 158900 | Output Action: [ 0.96179795 -0.84380823]
Actor Node | Step: 159000 | Output Action: [0.12806246 0.30999467]
Actor Node | Step: 159100 | Output Action: [-0.6931852   0.13058609]
Actor Node | Step: 159200 | Output Action: [-0.49743515 -0.5824759 ]
Actor Node | Step: 159300 | Output Action: [ 0.06672574 -1.        ]
Actor Node | Step: 159400 | Output Action: [-0.6568418 -1.       ]
Actor Node | Step: 159500 | Output Action: [-0.12139523  0.2452565 ]
Actor Node | Step: 159600 | Output Action: [-0.14880964 -0.8562964 ]
Actor Node | Step: 159700 | Output Action: [ 0.7036531  -0.97199297]
Actor Node | Step: 159800 | Output Action: [ 1. -1.]
Actor Node | Step: 159900 | Output Action: [ 0.88598484 -0.31161886]
Actor Node | Step: 160000 | Output Action: [-0.42940012 -1.        ]
Actor Node | Step: 160100 | Output Action: [ 0.660111 -1.      ]
Actor Node | Step: 160200 | Output Action: [ 0.952344  -0.8461805]
Actor Node | Step: 160300 | Output Action: [ 0.11531331 -0.8489421 ]
Actor Node | Step: 160400 | Output Action: [-0.57551056  0.07529443]
Actor Node | Step: 160500 | Output Action: [ 0.1379824  -0.65605474]
Actor Node | Step: 160600 | Output Action: [0.04160292 0.13888489]
Actor Node | Step: 160700 | Output Action: [ 0.2561778  -0.06131625]
Actor Node | Step: 160800 | Output Action: [-0.10561042  0.09105393]
Actor Node | Step: 160900 | Output Action: [ 0.04037236 -0.15643586]
Actor Node | Step: 161000 | Output Action: [-0.47509423 -0.22461276]
Actor Node | Step: 161100 | Output Action: [ 0.4162801  -0.69789714]
Actor Node | Step: 161200 | Output Action: [ 0.01158499 -0.9117471 ]
Actor Node | Step: 161300 | Output Action: [ 0.81886536 -0.72853583]
Actor Node | Step: 161400 | Output Action: [ 0.9398707 -0.9804977]
Actor Node | Step: 161500 | Output Action: [ 1. -1.]
Actor Node | Step: 161600 | Output Action: [ 0.9870681  -0.63497776]
Actor Node | Step: 161700 | Output Action: [ 1. -1.]
