Actor Node | Step: 40700 | Output Action: [-0.10028064  0.8068499 ]
Actor Node | Step: 40800 | Output Action: [0.8588498 0.514555 ]
Actor Node | Step: 40900 | Output Action: [-0.50967675  0.07969032]
Actor Node | Step: 41000 | Output Action: [ 0.4200361 -0.03768  ]
Actor Node | Step: 41100 | Output Action: [-0.6868958  1.       ]
Actor Node | Step: 41200 | Output Action: [-0.70356673 -0.28076318]
Actor Node | Step: 41300 | Output Action: [-0.3019447   0.43035382]
Actor Node | Step: 41400 | Output Action: [ 0.01052533 -0.25829947]
Actor Node | Step: 41500 | Output Action: [-0.52674747 -0.11009042]
Actor Node | Step: 41600 | Output Action: [-0.08703396 -0.17855832]
Actor Node | Step: 41700 | Output Action: [0.04859061 0.7213175 ]
Actor Node | Step: 41800 | Output Action: [-0.4179773  1.       ]
Actor Node | Step: 41900 | Output Action: [0.3067357 0.536336 ]
Actor Node | Step: 42000 | Output Action: [ 0.5747715  -0.15161116]
Actor Node | Step: 42100 | Output Action: [-0.5746728 -0.4733191]
Actor Node | Step: 42200 | Output Action: [-0.9878085  -0.36851153]
Actor Node | Step: 42300 | Output Action: [-0.5825118  0.7275133]
Actor Node | Step: 42400 | Output Action: [0.49329206 0.08695314]
Actor Node | Step: 42500 | Output Action: [-0.5557017   0.10701805]
Actor Node | Step: 42600 | Output Action: [0.49777836 0.34145582]
Actor Node | Step: 42700 | Output Action: [-0.3624354   0.64759964]
Actor Node | Step: 42800 | Output Action: [0.27816957 0.69625545]
Actor Node | Step: 42900 | Output Action: [-0.1506226  1.       ]
Actor Node | Step: 43000 | Output Action: [0.5999769  0.19408505]
Actor Node | Step: 43100 | Output Action: [-0.35776192  0.6003728 ]
Actor Node | Step: 43200 | Output Action: [0.57826185 0.23454772]
Actor Node | Step: 43300 | Output Action: [-0.9335021  0.1572578]
Actor Node | Step: 43400 | Output Action: [0.3083276  0.31262892]
Actor Node | Step: 43500 | Output Action: [-0.31100476 -0.02783955]
Actor Node | Step: 43600 | Output Action: [-0.6082091  -0.43820098]
Actor Node | Step: 43700 | Output Action: [0.6595326  0.01070504]
Actor Node | Step: 43800 | Output Action: [-0.83221096  0.55709237]
Actor Node | Step: 43900 | Output Action: [-0.4680097   0.07518065]
Actor Node | Step: 44000 | Output Action: [-0.4910253  -0.20541227]
Actor Node | Step: 44100 | Output Action: [-0.49593592  0.74234855]
Actor Node | Step: 44200 | Output Action: [-1.          0.21084343]
Actor Node | Step: 44300 | Output Action: [-1.         -0.16432881]
Actor Node | Step: 44400 | Output Action: [0.7028151  0.08050536]
Actor Node | Step: 44500 | Output Action: [0.9750463 0.8787606]
Actor Node | Step: 44600 | Output Action: [0.11997981 0.22485773]
Actor Node | Step: 44700 | Output Action: [ 0.6177614  -0.09324457]
Actor Node | Step: 44800 | Output Action: [-0.84372044  0.66881377]
Actor Node | Step: 44900 | Output Action: [-1.          0.16414137]
Actor Node | Step: 45000 | Output Action: [-0.4811543  -0.32026744]
Actor Node | Step: 45100 | Output Action: [0.2250277  0.05348133]
Actor Node | Step: 45200 | Output Action: [ 0.06044563 -0.03014992]
Actor Node | Step: 45300 | Output Action: [-1.          0.21377884]
Actor Node | Step: 45400 | Output Action: [-0.13622311 -0.18410337]
Actor Node | Step: 45500 | Output Action: [-0.20152524  0.6271869 ]
Actor Node | Step: 45600 | Output Action: [-0.125344    0.22494788]
Actor Node | Step: 45700 | Output Action: [-0.52762395 -0.52113247]
Actor Node | Step: 45800 | Output Action: [-0.43610787  0.1013659 ]
Actor Node | Step: 45900 | Output Action: [-0.88414377  0.7867225 ]
Actor Node | Step: 46000 | Output Action: [-1.        -0.5783041]
Actor Node | Step: 46100 | Output Action: [ 0.6894044  -0.39097178]
Actor Node | Step: 46200 | Output Action: [-0.08631327  0.00855651]
Actor Node | Step: 46300 | Output Action: [ 0.8938698 -0.784675 ]
Actor Node | Step: 46400 | Output Action: [-0.06260367  0.5995252 ]
Actor Node | Step: 46500 | Output Action: [ 0.44310373 -0.97622186]
Actor Node | Step: 46600 | Output Action: [-0.5898611   0.05080003]
Actor Node | Step: 46700 | Output Action: [ 0.914828   -0.21895619]
Actor Node | Step: 46800 | Output Action: [ 0.44295302 -0.21452522]
Actor Node | Step: 46900 | Output Action: [0.81241655 0.47919467]
Actor Node | Step: 47000 | Output Action: [-0.47628886  0.62254006]
Actor Node | Step: 47100 | Output Action: [0.14806657 0.49850997]
Actor Node | Step: 47200 | Output Action: [-0.24372695 -0.90499824]
Actor Node | Step: 47300 | Output Action: [-0.02309167 -0.06310744]
Actor Node | Step: 47400 | Output Action: [ 0.2151149  -0.12551816]
Actor Node | Step: 47500 | Output Action: [0.2540416 1.       ]
Actor Node | Step: 47600 | Output Action: [-0.6604332   0.49758488]
Actor Node | Step: 47700 | Output Action: [-1.         -0.13342914]
Actor Node | Step: 47800 | Output Action: [ 0.559848   -0.82705235]
Actor Node | Step: 47900 | Output Action: [0.48329332 0.6528894 ]
Actor Node | Step: 48000 | Output Action: [-0.12123816  0.01648489]
Actor Node | Step: 48100 | Output Action: [0.25158748 0.9894581 ]
Actor Node | Step: 48200 | Output Action: [-0.6180257  -0.09484453]
Actor Node | Step: 48300 | Output Action: [-0.8269381 -0.523437 ]
Actor Node | Step: 48400 | Output Action: [0.0083341 0.3809149]
Actor Node | Step: 48500 | Output Action: [-0.36507013  0.4778089 ]
Actor Node | Step: 48600 | Output Action: [-0.44543925  0.84979534]
Actor Node | Step: 48700 | Output Action: [-0.63059914 -0.32223207]
Actor Node | Step: 48800 | Output Action: [-0.08123273  0.3330868 ]
Actor Node | Step: 48900 | Output Action: [0.4911708  0.89624983]
Actor Node | Step: 49000 | Output Action: [0.34842402 0.28958377]
Actor Node | Step: 49100 | Output Action: [-0.32544118 -0.07586278]
Actor Node | Step: 49200 | Output Action: [-0.16043235  0.21747671]
Actor Node | Step: 49300 | Output Action: [0.03232089 1.        ]
Actor Node | Step: 49400 | Output Action: [-0.02821425  0.5274642 ]
Actor Node | Step: 49500 | Output Action: [-0.8069495 -0.69423  ]
Actor Node | Step: 49600 | Output Action: [ 0.8317     -0.13103229]
Actor Node | Step: 49700 | Output Action: [ 0.3604997  -0.05498885]
Actor Node | Step: 49800 | Output Action: [-0.21558185 -0.9890571 ]
Actor Node | Step: 49900 | Output Action: [-0.2386504  1.       ]
Actor Node | Step: 50000 | Output Action: [-0.5870618  0.9714891]
Actor Node | Step: 50100 | Output Action: [0.13030033 0.25570473]
Actor Node | Step: 50200 | Output Action: [-0.03225052 -0.2466659 ]
Actor Node | Step: 50300 | Output Action: [-0.03967734 -0.5185315 ]
Actor Node | Step: 50400 | Output Action: [0.4003892 0.9933983]
Actor Node | Step: 50500 | Output Action: [0.19481161 0.432     ]
Actor Node | Step: 50600 | Output Action: [-0.49472344  1.        ]
Actor Node | Step: 50700 | Output Action: [ 0.0947088 -0.5111378]
Actor Node | Step: 50800 | Output Action: [ 0.28920278 -0.13251159]
Actor Node | Step: 50900 | Output Action: [-1.  1.]
Actor Node | Step: 51000 | Output Action: [0.12026724 1.        ]
Actor Node | Step: 51100 | Output Action: [-0.729717    0.01384252]
Actor Node | Step: 51200 | Output Action: [-0.09044448  0.8044532 ]
Actor Node | Step: 51300 | Output Action: [0.5740891  0.21250834]
Actor Node | Step: 51400 | Output Action: [0.8415224  0.17181842]
Actor Node | Step: 51500 | Output Action: [ 0.56818485 -0.18834141]
Actor Node | Step: 51600 | Output Action: [-0.18654661  0.32829538]
Actor Node | Step: 51700 | Output Action: [ 0.03191888 -0.9109805 ]
Actor Node | Step: 51800 | Output Action: [0.568531  0.0634363]
Actor Node | Step: 51900 | Output Action: [ 0.08670856 -0.7085604 ]
Actor Node | Step: 52000 | Output Action: [ 0.2659474  -0.45366904]
Actor Node | Step: 52100 | Output Action: [-0.20259851  0.85713214]
Actor Node | Step: 52200 | Output Action: [-0.65253085 -0.5113299 ]
Actor Node | Step: 52300 | Output Action: [-0.4719694   0.75399184]
Actor Node | Step: 52400 | Output Action: [-0.09292542  0.0234342 ]
Actor Node | Step: 52500 | Output Action: [-0.34679073  0.26646528]
Actor Node | Step: 52600 | Output Action: [0.14156301 0.11410702]
Actor Node | Step: 52700 | Output Action: [ 0.93660504 -0.39827284]
Actor Node | Step: 52800 | Output Action: [-0.5404422  -0.21208955]
Actor Node | Step: 52900 | Output Action: [0.4500486 0.4587228]
Actor Node | Step: 53000 | Output Action: [-0.32390663  0.14690559]
Actor Node | Step: 53100 | Output Action: [ 0.25079596 -0.65146637]
Actor Node | Step: 53200 | Output Action: [0.17140216 0.7085743 ]
Actor Node | Step: 53300 | Output Action: [-0.24981767  0.4763136 ]
Actor Node | Step: 53400 | Output Action: [-0.19012183 -0.5864562 ]
Actor Node | Step: 53500 | Output Action: [-0.25793177  0.11639734]
Actor Node | Step: 53600 | Output Action: [-0.8793212  -0.29127595]
Actor Node | Step: 53700 | Output Action: [-0.27711028 -0.59491545]
Actor Node | Step: 53800 | Output Action: [-0.88638294 -0.48161173]
Actor Node | Step: 53900 | Output Action: [0.85470074 0.891411  ]
Actor Node | Step: 54000 | Output Action: [-0.19499154  0.18011697]
Actor Node | Step: 54100 | Output Action: [-0.12190378 -0.5706183 ]
Actor Node | Step: 54200 | Output Action: [-0.49131387  0.8405868 ]
Actor Node | Step: 54300 | Output Action: [-0.7977309   0.39707386]
Actor Node | Step: 54400 | Output Action: [0.48588833 0.11337686]
Actor Node | Step: 54500 | Output Action: [ 0.331405   -0.33572304]
Actor Node | Step: 54600 | Output Action: [ 0.6585181 -1.       ]
Actor Node | Step: 54700 | Output Action: [-0.5514547  -0.15267558]
Actor Node | Step: 54800 | Output Action: [0.05474713 0.14801137]
Actor Node | Step: 54900 | Output Action: [-0.26708737  0.8361655 ]
Actor Node | Step: 55000 | Output Action: [0.19245397 0.6434947 ]
Actor Node | Step: 55100 | Output Action: [0.20704977 0.46036327]
Actor Node | Step: 55200 | Output Action: [-0.41798475  0.5385328 ]
Actor Node | Step: 55300 | Output Action: [-0.49443808 -0.05561008]
Actor Node | Step: 55400 | Output Action: [ 0.96968794 -0.10750501]
Actor Node | Step: 55500 | Output Action: [-0.17381497  0.51249415]
Actor Node | Step: 55600 | Output Action: [-0.43360946 -0.3008083 ]
Actor Node | Step: 55700 | Output Action: [-0.05589591 -0.6189216 ]
Actor Node | Step: 55800 | Output Action: [ 0.18451023 -0.56914204]
Actor Node | Step: 55900 | Output Action: [1.         0.91634923]
Actor Node | Step: 56000 | Output Action: [0.06728337 0.28120828]
Actor Node | Step: 56100 | Output Action: [-0.1199957   0.79788995]
Actor Node | Step: 56200 | Output Action: [ 0.46064526 -0.16981481]
Actor Node | Step: 56300 | Output Action: [-1.         0.6461288]
Actor Node | Step: 56400 | Output Action: [-0.8265952   0.08276428]
Actor Node | Step: 56500 | Output Action: [-0.88020205 -0.35958913]
Actor Node | Step: 56600 | Output Action: [0.3850176 0.5636677]
Actor Node | Step: 56700 | Output Action: [-0.07910331  0.88633   ]
Actor Node | Step: 56800 | Output Action: [-0.76396716 -0.18130988]
Actor Node | Step: 56900 | Output Action: [-0.30718973  0.15673245]
Actor Node | Step: 57000 | Output Action: [-0.07720121  1.        ]
Actor Node | Step: 57100 | Output Action: [ 0.44681948 -0.5938793 ]
Actor Node | Step: 57200 | Output Action: [-1.         -0.15297037]
Actor Node | Step: 57300 | Output Action: [ 0.08431307 -0.17327605]
Actor Node | Step: 57400 | Output Action: [-0.8904602   0.50327134]
Actor Node | Step: 57500 | Output Action: [ 0.24220969 -0.4936235 ]
Actor Node | Step: 57600 | Output Action: [0.15176383 0.48339853]
Actor Node | Step: 57700 | Output Action: [ 0.440896   -0.33461836]
Actor Node | Step: 57800 | Output Action: [0.20606664 0.6021149 ]
Actor Node | Step: 57900 | Output Action: [0.7056467  0.02864455]
Actor Node | Step: 58000 | Output Action: [-0.9593799  0.7301584]
Actor Node | Step: 58100 | Output Action: [0.77553713 0.4260654 ]
Actor Node | Step: 58200 | Output Action: [ 0.4049152  -0.51244116]
Actor Node | Step: 58300 | Output Action: [0.02946339 0.7114847 ]
Actor Node | Step: 58400 | Output Action: [-0.53266513 -0.03803235]
Actor Node | Step: 58500 | Output Action: [-0.39682525  0.83426034]
Actor Node | Step: 58600 | Output Action: [0.35816622 0.1422687 ]
Actor Node | Step: 58700 | Output Action: [ 1.         -0.03681498]
Actor Node | Step: 58800 | Output Action: [-1.          0.24070257]
Actor Node | Step: 58900 | Output Action: [ 0.04419826 -0.17096458]
Actor Node | Step: 59000 | Output Action: [0.2651539 0.9472364]
Actor Node | Step: 59100 | Output Action: [ 0.12798522 -0.3295689 ]
Actor Node | Step: 59200 | Output Action: [0.6673341  0.27795315]
Actor Node | Step: 59300 | Output Action: [0.22102404 0.31858203]
Actor Node | Step: 59400 | Output Action: [-0.39405516 -0.14912923]
Actor Node | Step: 59500 | Output Action: [-0.21637434  1.        ]
Actor Node | Step: 59600 | Output Action: [0.53643894 0.35934922]
Actor Node | Step: 59700 | Output Action: [0.12552683 0.4522946 ]
Actor Node | Step: 59800 | Output Action: [ 0.10518678 -0.00170757]
Actor Node | Step: 59900 | Output Action: [0.77046144 0.6789069 ]
Actor Node | Step: 60000 | Output Action: [-1.         -0.62425244]
Actor Node | Step: 60100 | Output Action: [-0.12101813 -0.5235429 ]
Actor Node | Step: 60200 | Output Action: [-0.11926796 -0.04039948]
Actor Node | Step: 60300 | Output Action: [ 0.8723409  -0.34615368]
Actor Node | Step: 60400 | Output Action: [0.00839891 0.78377813]
Actor Node | Step: 60500 | Output Action: [0.41921908 0.22416651]
Actor Node | Step: 60600 | Output Action: [-1.        -0.6104425]
Actor Node | Step: 60700 | Output Action: [-0.6400418  -0.27416748]
Actor Node | Step: 60800 | Output Action: [-0.5836918  0.7435353]
Actor Node | Step: 60900 | Output Action: [-0.76995665 -0.38577887]
Actor Node | Step: 61000 | Output Action: [0.5089483  0.15619735]
Actor Node | Step: 61100 | Output Action: [-0.27216083 -0.25056154]
Actor Node | Step: 61200 | Output Action: [-0.42922005  0.11435398]
Actor Node | Step: 61300 | Output Action: [-0.8179785   0.00685627]
Actor Node | Step: 61400 | Output Action: [-0.91293144  0.4059777 ]
Actor Node | Step: 61500 | Output Action: [-0.09816072  0.1886032 ]
Actor Node | Step: 61600 | Output Action: [-0.9407646  -0.37258765]
Actor Node | Step: 61700 | Output Action: [-0.5807403  0.6792564]
Actor Node | Step: 61800 | Output Action: [-0.73204046  0.31318292]
Actor Node | Step: 61900 | Output Action: [-0.03512524 -0.36245883]
Actor Node | Step: 62000 | Output Action: [-0.29449102  0.21590036]
Actor Node | Step: 62100 | Output Action: [-0.30679527  1.        ]
Actor Node | Step: 62200 | Output Action: [-1.         0.4234556]
Actor Node | Step: 62300 | Output Action: [ 0.13779528 -0.58322793]
Actor Node | Step: 62400 | Output Action: [0.6770342  0.31898603]
Actor Node | Step: 62500 | Output Action: [0.01032614 0.95699596]
Actor Node | Step: 62600 | Output Action: [-0.21185367  0.01336068]
Actor Node | Step: 62700 | Output Action: [ 0.15198782 -0.48717457]
Actor Node | Step: 62800 | Output Action: [-0.16167414  0.561123  ]
Actor Node | Step: 62900 | Output Action: [-0.15731624 -0.38361368]
Actor Node | Step: 63000 | Output Action: [-0.42686114 -0.3103287 ]
Actor Node | Step: 63100 | Output Action: [-0.5411621   0.60589767]
Actor Node | Step: 63200 | Output Action: [-0.26074797 -0.25733256]
Actor Node | Step: 63300 | Output Action: [ 0.46833506 -0.76078117]
Actor Node | Step: 63400 | Output Action: [-0.22040646  0.4845707 ]
Actor Node | Step: 63500 | Output Action: [0.8670158  0.25267428]
Actor Node | Step: 63600 | Output Action: [-0.53998023  0.29463995]
Actor Node | Step: 63700 | Output Action: [0.36029994 0.16172104]
Actor Node | Step: 63800 | Output Action: [0.73875064 0.21672963]
Actor Node | Step: 63900 | Output Action: [-0.7754043  -0.67394036]
Actor Node | Step: 64000 | Output Action: [-0.49403116  0.39873862]
Actor Node | Step: 64100 | Output Action: [-0.14683266  0.09548498]
Actor Node | Step: 64200 | Output Action: [0.12240703 0.25879332]
Actor Node | Step: 64300 | Output Action: [-0.741551    0.52775395]
Actor Node | Step: 64400 | Output Action: [-0.3730383  -0.03155123]
Actor Node | Step: 64500 | Output Action: [-0.55656093  0.05451695]
Actor Node | Step: 64600 | Output Action: [-0.17397793  0.03171125]
Actor Node | Step: 64700 | Output Action: [-0.23094928 -0.6005146 ]
Actor Node | Step: 64800 | Output Action: [-1.         0.5945337]
Actor Node | Step: 64900 | Output Action: [0.03600726 0.13084099]
Actor Node | Step: 65000 | Output Action: [0.06639484 0.22690694]
Actor Node | Step: 65100 | Output Action: [-0.52168745  0.139197  ]
Actor Node | Step: 65200 | Output Action: [-0.85507184  0.44192547]
Actor Node | Step: 65300 | Output Action: [0.32703504 0.103627  ]
Actor Node | Step: 65400 | Output Action: [-0.472975   -0.37434086]
Actor Node | Step: 65500 | Output Action: [-0.13472567  0.82914096]
Actor Node | Step: 65600 | Output Action: [-0.1170657   0.49414507]
Actor Node | Step: 65700 | Output Action: [0.03933194 0.17686777]
Actor Node | Step: 65800 | Output Action: [ 0.114539   -0.17690797]
Actor Node | Step: 65900 | Output Action: [ 0.3472454 -0.5465566]
Actor Node | Step: 66000 | Output Action: [-0.26505372  0.26372334]
Actor Node | Step: 66100 | Output Action: [-0.85006654 -0.15957773]
Actor Node | Step: 66200 | Output Action: [-0.51974386 -0.5384982 ]
Actor Node | Step: 66300 | Output Action: [0.550238   0.07975424]
Actor Node | Step: 66400 | Output Action: [-0.38950905  0.02391853]
Actor Node | Step: 66500 | Output Action: [ 0.5548988  -0.10772544]
Actor Node | Step: 66600 | Output Action: [ 0.9405388  -0.01462977]
Actor Node | Step: 66700 | Output Action: [0.7513535 0.1555692]
Actor Node | Step: 66800 | Output Action: [0.40664023 0.819534  ]
Actor Node | Step: 66900 | Output Action: [-0.9573932  0.6776027]
Actor Node | Step: 67000 | Output Action: [-0.25202268  0.02481701]
Actor Node | Step: 67100 | Output Action: [0.59324646 0.5430901 ]
Actor Node | Step: 67200 | Output Action: [-0.54804176 -0.5945685 ]
Actor Node | Step: 67300 | Output Action: [0.4150261 0.3074941]
Actor Node | Step: 67400 | Output Action: [0.3688126  0.05970871]
Actor Node | Step: 67500 | Output Action: [0.0970201  0.37837973]
Actor Node | Step: 67600 | Output Action: [-0.80689555  0.5515599 ]
Actor Node | Step: 67700 | Output Action: [-0.03097736 -0.24843164]
Actor Node | Step: 67800 | Output Action: [-0.6637948  0.6431224]
Actor Node | Step: 67900 | Output Action: [-0.12699935  0.2853044 ]
Actor Node | Step: 68000 | Output Action: [-0.28531554 -0.6947714 ]
Actor Node | Step: 68100 | Output Action: [-0.9003956  -0.40264824]
Actor Node | Step: 68200 | Output Action: [0.22991976 0.05752301]
Actor Node | Step: 68300 | Output Action: [-0.50109553  0.43329662]
Actor Node | Step: 68400 | Output Action: [-0.21920158  0.15766661]
Actor Node | Step: 68500 | Output Action: [-0.72036105  0.71525484]
Actor Node | Step: 68600 | Output Action: [ 0.16600513 -0.35558453]
Actor Node | Step: 68700 | Output Action: [ 0.09135283 -0.23358403]
Actor Node | Step: 68800 | Output Action: [-0.8021627 -0.5223808]
Actor Node | Step: 68900 | Output Action: [0.14005187 0.41307396]
Actor Node | Step: 69000 | Output Action: [-0.2692265   0.46348733]
Actor Node | Step: 69100 | Output Action: [ 0.36997017 -0.84670013]
Actor Node | Step: 69200 | Output Action: [-1.         -0.91487765]
Actor Node | Step: 69300 | Output Action: [-0.48706263  0.5697613 ]
Actor Node | Step: 69400 | Output Action: [ 0.13116004 -0.07501402]
Actor Node | Step: 69500 | Output Action: [-0.1044864   0.28324586]
Actor Node | Step: 69600 | Output Action: [-0.2580636  0.5218334]
Actor Node | Step: 69700 | Output Action: [ 0.02599282 -0.33205357]
Actor Node | Step: 69800 | Output Action: [0.46889272 0.8025269 ]
Actor Node | Step: 69900 | Output Action: [-0.43278074  0.31325242]
Actor Node | Step: 70000 | Output Action: [ 0.4496417 -0.4937903]
Actor Node | Step: 70100 | Output Action: [-0.3416843 -0.6763786]
Actor Node | Step: 70200 | Output Action: [0.45128202 0.05340309]
Actor Node | Step: 70300 | Output Action: [0.04777996 0.33816656]
Actor Node | Step: 70400 | Output Action: [0.35623005 0.15228522]
Actor Node | Step: 70500 | Output Action: [-0.14124401 -0.4558586 ]
Actor Node | Step: 70600 | Output Action: [ 0.3368538 -0.348973 ]
Actor Node | Step: 70700 | Output Action: [0.04771912 0.4907424 ]
Actor Node | Step: 70800 | Output Action: [-0.8352771  -0.09124089]
Actor Node | Step: 70900 | Output Action: [0.80202615 0.48700297]
Actor Node | Step: 71000 | Output Action: [0.479828   0.38145533]
Actor Node | Step: 71100 | Output Action: [0.06232994 1.        ]
Actor Node | Step: 71200 | Output Action: [0.66583407 0.6941784 ]
Actor Node | Step: 71300 | Output Action: [-0.05930573  0.47002664]
Actor Node | Step: 71400 | Output Action: [0.47167936 0.4945234 ]
Actor Node | Step: 71500 | Output Action: [-0.39905202  0.22350276]
Actor Node | Step: 71600 | Output Action: [-0.25907105  0.17100884]
Actor Node | Step: 71700 | Output Action: [-0.9675405  -0.05606685]
Actor Node | Step: 71800 | Output Action: [-0.2890949   0.42511076]
Actor Node | Step: 71900 | Output Action: [-0.60278577  0.30349407]
Actor Node | Step: 72000 | Output Action: [-0.6456037  -0.62211543]
Actor Node | Step: 72100 | Output Action: [-0.9600557  0.7000395]
Actor Node | Step: 72200 | Output Action: [1.        0.7227687]
Actor Node | Step: 72300 | Output Action: [-0.14190412 -0.5157925 ]
Actor Node | Step: 72400 | Output Action: [ 0.06192133 -0.27547452]
Actor Node | Step: 72500 | Output Action: [ 0.5073808  -0.02217975]
Actor Node | Step: 72600 | Output Action: [-0.6565818  -0.02688622]
Actor Node | Step: 72700 | Output Action: [-0.08759222 -0.11966549]
Actor Node | Step: 72800 | Output Action: [-0.75400615  0.6706006 ]
Actor Node | Step: 72900 | Output Action: [-0.7333623  -0.03456596]
Actor Node | Step: 73000 | Output Action: [0.00411293 0.89778584]
Actor Node | Step: 73100 | Output Action: [-0.44994783  0.35997155]
Actor Node | Step: 73200 | Output Action: [-1.         -0.02893844]
Actor Node | Step: 73300 | Output Action: [ 0.8096839  -0.13419965]
Actor Node | Step: 73400 | Output Action: [0.07362908 0.13777635]
Actor Node | Step: 73500 | Output Action: [0.70661306 0.2910295 ]
Actor Node | Step: 73600 | Output Action: [1.        0.7277984]
Actor Node | Step: 73700 | Output Action: [0.24319239 0.23267232]
Actor Node | Step: 73800 | Output Action: [-1.         -0.27710968]
Actor Node | Step: 73900 | Output Action: [-0.1196499  -0.34002587]
Actor Node | Step: 74000 | Output Action: [ 0.01667666 -0.36475897]
Actor Node | Step: 74100 | Output Action: [0.4411483  0.09135714]
Actor Node | Step: 74200 | Output Action: [0.31906807 0.29636723]
Actor Node | Step: 74300 | Output Action: [-0.8683702 -0.2306563]
Actor Node | Step: 74400 | Output Action: [-0.06089913  0.06582712]
Actor Node | Step: 74500 | Output Action: [0.7167753  0.16896233]
Actor Node | Step: 74600 | Output Action: [ 0.5879363 -0.9790065]
Actor Node | Step: 74700 | Output Action: [0.652268   0.44089243]
Actor Node | Step: 74800 | Output Action: [ 0.69045264 -0.11697926]
Actor Node | Step: 74900 | Output Action: [0.08014339 0.82288784]
Actor Node | Step: 75000 | Output Action: [0.46142843 0.51172954]
Actor Node | Step: 75100 | Output Action: [-0.2988083  0.2808252]
Actor Node | Step: 75200 | Output Action: [-0.2340508  0.2572448]
Actor Node | Step: 75300 | Output Action: [-0.84454983  0.6289161 ]
Actor Node | Step: 75400 | Output Action: [-0.6544401   0.04319841]
Actor Node | Step: 75500 | Output Action: [-0.6786615 -0.4999738]
Actor Node | Step: 75600 | Output Action: [0.03191083 0.39116022]
Actor Node | Step: 75700 | Output Action: [-0.70851827  0.13647926]
Actor Node | Step: 75800 | Output Action: [0.5796315 0.1533265]
Actor Node | Step: 75900 | Output Action: [-0.49839345  0.7040537 ]
Actor Node | Step: 76000 | Output Action: [ 0.30855283 -0.33045566]
Actor Node | Step: 76100 | Output Action: [0.15086307 0.6570222 ]
Actor Node | Step: 76200 | Output Action: [0.87109095 0.86446226]
Actor Node | Step: 76300 | Output Action: [0.04305464 0.40619385]
Actor Node | Step: 76400 | Output Action: [0.52241087 0.8289332 ]
Actor Node | Step: 76500 | Output Action: [1.         0.37555283]
Actor Node | Step: 76600 | Output Action: [0.961736   0.51400435]
Actor Node | Step: 76700 | Output Action: [0.19382033 0.83524764]
Actor Node | Step: 76800 | Output Action: [ 0.42426157 -0.5056313 ]
Actor Node | Step: 76900 | Output Action: [0.03428375 0.12812944]
Actor Node | Step: 77000 | Output Action: [0.41910914 0.08031537]
Actor Node | Step: 77100 | Output Action: [-0.3261041   0.42450777]
Actor Node | Step: 77200 | Output Action: [-0.1234214  0.5517702]
Actor Node | Step: 77300 | Output Action: [-0.09968192 -0.37122995]
Actor Node | Step: 77400 | Output Action: [0.5944165  0.25225985]
Actor Node | Step: 77500 | Output Action: [-0.89519054  0.4844599 ]
Actor Node | Step: 77600 | Output Action: [-0.13468844 -0.61227703]
Actor Node | Step: 77700 | Output Action: [-0.655004    0.74610156]
Actor Node | Step: 77800 | Output Action: [ 0.55724853 -0.6962887 ]
Actor Node | Step: 77900 | Output Action: [ 0.08179541 -0.417841  ]
Actor Node | Step: 78000 | Output Action: [ 0.88969773 -0.36699843]
Actor Node | Step: 78100 | Output Action: [0.49814546 0.82670873]
Actor Node | Step: 78200 | Output Action: [-0.6044731 -0.4117239]
Actor Node | Step: 78300 | Output Action: [0.59346235 0.43027964]
Actor Node | Step: 78400 | Output Action: [0.1351134 0.556134 ]
Actor Node | Step: 78500 | Output Action: [ 0.06168126 -0.24826221]
Actor Node | Step: 78600 | Output Action: [ 0.803381   -0.27938724]
Actor Node | Step: 78700 | Output Action: [-0.36890316  0.81609356]
Actor Node | Step: 78800 | Output Action: [-0.4637162   0.05360795]
Actor Node | Step: 78900 | Output Action: [ 0.31355888 -0.42839387]
Actor Node | Step: 79000 | Output Action: [-0.07307413 -0.89062005]
Actor Node | Step: 79100 | Output Action: [-0.2000925   0.20814784]
Actor Node | Step: 79200 | Output Action: [-0.1739426 -0.5048002]
Actor Node | Step: 79300 | Output Action: [-0.5697041 -0.4354537]
Actor Node | Step: 79400 | Output Action: [ 0.05072057 -0.44737282]
Actor Node | Step: 79500 | Output Action: [0.26468158 0.21462774]
Actor Node | Step: 79600 | Output Action: [ 0.26628685 -0.57556707]
Actor Node | Step: 79700 | Output Action: [ 0.174899   -0.62518203]
Actor Node | Step: 79800 | Output Action: [0.14067788 0.45365685]
Actor Node | Step: 79900 | Output Action: [-0.2809731   0.77805674]
Actor Node | Step: 80000 | Output Action: [0.14611697 0.6074958 ]
Actor Node | Step: 80100 | Output Action: [0.28601655 0.12453896]
Actor Node | Step: 80200 | Output Action: [-0.22006926 -0.5741577 ]
Actor Node | Step: 80300 | Output Action: [ 0.36109012 -0.02030631]
Actor Node | Step: 80400 | Output Action: [-0.8101549  -0.87820774]
Actor Node | Step: 80500 | Output Action: [-0.746628  1.      ]
Actor Node | Step: 80600 | Output Action: [-1.         -0.20557107]
Actor Node | Step: 80700 | Output Action: [ 0.7934412 -0.3425108]
Actor Node | Step: 80800 | Output Action: [ 0.28102133 -0.24925153]
Actor Node | Step: 80900 | Output Action: [0.05542483 0.9061639 ]
Actor Node | Step: 81000 | Output Action: [-0.79351985 -0.36900055]
Actor Node | Step: 81100 | Output Action: [ 0.50633013 -0.691922  ]
Actor Node | Step: 81200 | Output Action: [-0.00851803 -0.2318759 ]
